repositoryId,isTop,label,unit,valueString,valueType,compareOptions
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,hparams/dropout,%,6.103,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,test_accuracy,%,4.282,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,hparams/batch_size,,6.162,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,hparms/beta,,8.135,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,True,hparams/alpha,,8.054,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,hparams/dropout,%,5.701,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,hparms/beta,,5.323,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,test_accuracy,%,3.237,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,True,hparams/lr,,7.041,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODQ2OTA2OTQ=,True,test_loss,,0.593,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODQ2OTA2OTQ=,False,test_accuracy,%,2.773,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODQ2OTA2OTQ=,False,hparms/beta,,6.559,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,hparams/dropout,%,0.931,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,test_accuracy,%,5.156,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,training_error,%,2.782,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,mean_error,%,9.363,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,mean_squared_error,%,3.691,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,hparams/batch_size,,9.503,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,hparms/beta,,3.273,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,hparms/beta,,0.025,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,test_error,%,7.741,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NDA3MDQzNQ==,False,hparams/optimizer,,POWER_SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,test_error,%,8.942,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,training_error,%,7.623,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,True,hparams/dropout,%,0.459,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,test_accuracy,%,6.262,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,hparams/alpha,,8.367,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,hparams/dropout,%,1.242,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,mean_error,%,8.577,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,hparams/batch_size,,4.413,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,hparams/batch_size,,0.007,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,mean_squared_error,%,9.580,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,training_loss,,2.023,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,False,hparams/dropout,%,6.886,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDI5NDIxNQ==,True,test_accuracy,%,1.319,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTk4Nzk3MTY=,True,training_loss,,7.552,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTk4Nzk3MTY=,False,hparams/alpha,,4.292,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTk4Nzk3MTY=,False,training_loss,,0.912,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTk4Nzk3MTY=,False,test_error,%,0.952,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTk4Nzk3MTY=,False,test_error,%,2.134,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTk4Nzk3MTY=,True,f1_score,,0.779,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTk4Nzk3MTY=,True,test_error,%,5.937,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTk4Nzk3MTY=,False,training_error,%,5.194,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,training_error,%,0.684,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,mean_error,%,5.633,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,hparams/lr,,6.103,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,training_loss,,1.641,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,hparams/dropout,%,3.512,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,training_loss,,2.131,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,hparams/alpha,,7.483,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,hparams/batch_size,,9.199,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,hparams/alpha,,6.161,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,hparams/dropout,%,4.424,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,test_error,%,0.867,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMyNDE1ODQ=,False,training_error,%,1.005,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,True,hparams/alpha,,8.758,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,False,hparms/beta,,2.054,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,False,test_accuracy,%,6.069,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,False,hparams/lr,,1.886,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,True,test_error,%,3.918,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,False,hparams/lr,,6.462,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,False,test_error,%,7.838,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,False,training_error,%,7.938,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,False,hparams/batch_size,,2.393,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,True,f1_score,,1.127,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzA5MTc2MA==,False,hparams/dropout,%,4.996,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,False,training_loss,,2.622,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,False,hparams/dropout,%,0.398,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,True,mean_squared_error,%,0.605,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,True,hparams/alpha,,7.893,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,False,training_error,%,5.066,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,True,test_accuracy,%,6.286,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,True,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,False,test_accuracy,%,4.236,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,False,f1_score,,4.023,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDU2MzE4OA==,False,training_loss,,6.405,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5ODQ3NDI=,True,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk5ODQ3NDI=,False,test_loss,,3.102,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5ODQ3NDI=,False,hparams/batch_size,,4.375,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5ODQ3NDI=,True,mean_squared_error,%,9.534,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5ODQ3NDI=,False,test_accuracy,%,2.386,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5ODQ3NDI=,False,test_error,%,2.445,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMxMTE2NTA=,True,training_loss,,5.230,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMxMTE2NTA=,False,training_error,%,7.830,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMxMTE2NTA=,False,training_error,%,7.208,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMxMTE2NTA=,True,test_loss,,1.670,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMTMxMTE2NTA=,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,hparams/batch_size,,7.228,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,f1_score,,2.284,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,True,training_error,%,5.088,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,True,mean_squared_error,%,0.440,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,training_loss,,8.629,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,hparms/beta,,2.446,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,hparams/alpha,,4.718,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,mean_error,%,3.830,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,mean_squared_error,%,1.501,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,hparams/alpha,,9.312,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,hparams/lr,,8.575,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,True,training_loss,,5.529,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NDE2ODExMg==,False,mean_squared_error,%,9.139,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,False,hparams/batch_size,,4.651,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,False,training_loss,,2.823,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,False,hparams/alpha,,8.448,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,False,mean_error,%,3.273,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,True,hparams/optimizer,,POWER_SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,False,test_loss,,4.567,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,False,hparams/dropout,%,3.689,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0NDk5ODgyNA==,False,training_loss,,7.396,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,test_accuracy,%,1.039,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,training_error,%,5.298,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,mean_squared_error,%,2.382,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,test_accuracy,%,4.920,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,test_loss,,0.599,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,f1_score,,7.117,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,mean_squared_error,%,0.930,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,test_error,%,9.213,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,training_error,%,8.973,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,f1_score,,5.198,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,hparams/alpha,,7.008,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,test_accuracy,%,3.725,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjIxNjM5NA==,False,hparams/alpha,,9.746,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzE1MjI2Nw==,True,mean_error,%,5.919,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzE1MjI2Nw==,False,test_error,%,0.623,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzE1MjI2Nw==,False,hparams/alpha,,6.624,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDQ3MDc3,False,hparams/dropout,%,1.361,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDQ3MDc3,False,hparams/optimizer,,POWER_SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNDQ3MDc3,False,hparams/alpha,,1.090,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDQ3MDc3,True,hparams/dropout,%,1.057,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDQ3MDc3,False,hparams/batch_size,,4.496,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDQ3MDc3,False,hparms/beta,,3.140,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDQ3MDc3,False,hparams/lr,,1.207,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDQ3MDc3,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,hparams/lr,,2.602,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,training_loss,,9.907,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,test_loss,,0.311,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,training_error,%,4.044,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,hparams/dropout,%,4.522,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,True,training_error,%,7.481,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,f1_score,,2.499,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,hparams/dropout,%,4.620,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,True,hparams/batch_size,,8.039,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,True,training_loss,,1.398,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,hparams/lr,,0.120,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,hparams/alpha,,8.304,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,mean_error,%,9.826,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzIzNzQ=,False,training_error,%,1.307,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgwMDQ5NA==,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxOTgwMDQ5NA==,True,training_loss,,1.225,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgwMDQ5NA==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxOTgwMDQ5NA==,False,test_loss,,0.506,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgwMDQ5NA==,False,test_error,%,9.241,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgwMDQ5NA==,True,hparams/dropout,%,4.332,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgwMDQ5NA==,False,training_loss,,7.244,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgwMDQ5NA==,False,hparams/dropout,%,4.961,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDMxMzA1Ng==,True,hparams/batch_size,,6.473,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDMxMzA1Ng==,False,hparms/beta,,4.989,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDMxMzA1Ng==,False,test_loss,,8.828,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDMxMzA1Ng==,False,test_error,%,4.790,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDMxMzA1Ng==,True,test_error,%,0.877,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMTY3OTY5Ng==,False,test_error,%,4.847,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMTY3OTY5Ng==,False,hparams/dropout,%,9.127,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMTY3OTY5Ng==,False,test_accuracy,%,5.024,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMTY3OTY5Ng==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzMTY3OTY5Ng==,False,test_accuracy,%,2.704,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMTY3OTY5Ng==,False,hparams/alpha,,0.261,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMTY3OTY5Ng==,False,mean_squared_error,%,5.971,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDY0ODY0NQ==,False,f1_score,,2.665,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDY0ODY0NQ==,True,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNDY0ODY0NQ==,False,mean_error,%,7.640,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDY0ODY0NQ==,False,test_accuracy,%,9.478,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDY0ODY0NQ==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNDY0ODY0NQ==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNDY0ODY0NQ==,False,training_loss,,9.352,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDY0ODY0NQ==,False,test_error,%,9.915,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODMzMQ==,False,hparams/dropout,%,8.816,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODMzMQ==,False,training_error,%,4.922,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODMzMQ==,True,hparams/optimizer,,SGD,STRING,EQUAL_TO
